timestamp,qber,skr,loss,source,feat_hour,feat_day_of_week,feat_day_of_year,feat_is_night,feat_time_segment,feat_qber_lag_1,feat_qber_lag_2,feat_qber_lag_3,feat_qber_lag_6,feat_qber_lag_12,feat_qber_lag_24,feat_qber_lag_48,feat_skr_lag_1,feat_skr_lag_2,feat_skr_lag_3,feat_skr_lag_6,feat_skr_lag_12,feat_skr_lag_24,feat_skr_lag_48,feat_loss_lag_1,feat_loss_lag_2,feat_loss_lag_3,feat_loss_lag_6,feat_loss_lag_12,feat_loss_lag_24,feat_loss_lag_48,feat_qber_delta,feat_qber_pct,feat_skr_delta,feat_skr_pct,feat_loss_delta,feat_loss_pct,feat_qber_roll5_mean,feat_qber_roll5_std,feat_qber_roll5_min,feat_qber_roll5_max,feat_qber_roll5_median,feat_qber_roll5_z,feat_skr_roll5_mean,feat_skr_roll5_std,feat_skr_roll5_min,feat_skr_roll5_max,feat_skr_roll5_median,feat_skr_roll5_z,feat_loss_roll5_mean,feat_loss_roll5_std,feat_loss_roll5_min,feat_loss_roll5_max,feat_loss_roll5_median,feat_loss_roll5_z,feat_qber_roll10_mean,feat_qber_roll10_std,feat_qber_roll10_min,feat_qber_roll10_max,feat_qber_roll10_median,feat_qber_roll10_z,feat_skr_roll10_mean,feat_skr_roll10_std,feat_skr_roll10_min,feat_skr_roll10_max,feat_skr_roll10_median,feat_skr_roll10_z,feat_loss_roll10_mean,feat_loss_roll10_std,feat_loss_roll10_min,feat_loss_roll10_max,feat_loss_roll10_median,feat_loss_roll10_z,feat_qber_roll20_mean,feat_qber_roll20_std,feat_qber_roll20_min,feat_qber_roll20_max,feat_qber_roll20_median,feat_qber_roll20_z,feat_skr_roll20_mean,feat_skr_roll20_std,feat_skr_roll20_min,feat_skr_roll20_max,feat_skr_roll20_median,feat_skr_roll20_z,feat_loss_roll20_mean,feat_loss_roll20_std,feat_loss_roll20_min,feat_loss_roll20_max,feat_loss_roll20_median,feat_loss_roll20_z,feat_qber_skr_ratio,feat_loss_skr_ratio,feat_qber_loss_product,feat_skr_inv,feat_loss_gradient,feat_qber_z_global,feat_skr_z_global,feat_loss_z_global,anomaly_score,is_anomaly
,0.0152,3001.9177,14.2,QTI,4,1,252,1,0,0.0152,0.0149,0.0148,0.0151,0.0151,0.0156,0.016,3804.1452,3422.1438,3367.5218,3905.1101,3617.461,1991.2401,2656.7017,14.2,14.2,14.2,14.2,14.2,13.8,14.1,0.0,0.0,-802.2275,-0.2108824605327893,0.0,0.0,0.015,0.0001870828693263,0.0148,0.0152,0.0149,1.0690449677201712,3474.66558,330.9284704110393,3001.9177,3804.1452,3422.1438,-1.4285500410792993,14.2,0.0,14.2,14.2,14.2,,0.01496,0.0001955050439889,0.0147,0.0152,0.0149,1.2275898110000392,3505.84997,333.9903313702094,3001.9177,3905.1101,3441.76905,-1.5088229288931716,14.2,0.0,14.2,14.2,14.2,,0.015065,0.0002870448341976,0.0147,0.0159,0.01505,0.4703098050078594,3327.212555,540.6262491678367,2097.8695,3905.1101,3441.76905,-0.6017000756080793,14.1,0.2294157338705599,13.2,14.2,14.2,0.4358898943540693,5.063429953459417e-06,0.0047303095617844,0.2158399999999999,0.0003331203916749,0.0,-8.225697030133896,-8.856510617707581,0.6478996917957782,0.0623923547097083,1
,0.0152,3804.1452,14.2,QTI,4,1,252,1,0,0.0149,0.0148,0.0149,0.0147,0.0152,0.0146,0.0152,3422.1438,3367.5218,3777.5994,3461.3943,2911.6656,3993.189,3516.4497,14.2,14.2,14.2,14.2,14.2,14.4,12.7,0.0002999999999999,0.0201342281879195,382.0014000000001,0.1116263436971878,0.0,0.0,0.015,0.0001870828693263,0.0148,0.0152,0.0149,1.0690449677201712,3555.31222,216.14632780135847,3367.5218,3804.1452,3422.1438,1.1512246473540886,14.2,0.0,14.2,14.2,14.2,,0.01498,0.0002299758441484,0.0147,0.0154,0.0149,0.9566222088002072,3569.5100700000003,284.2285951859891,3018.1903,3905.1101,3549.9565,0.8255155673075848,14.2,0.0,14.2,14.2,14.2,,0.015055,0.0002855742137805,0.0147,0.0159,0.015,0.5077489248081024,3330.31622,538.8356977436342,2097.8695,3905.1101,3441.76905,0.8793570692961722,14.09,0.2291862033139708,13.2,14.2,14.2,0.4799590830923895,3.995641386138468e-06,0.0037327702423135,0.2158399999999999,0.0002628711438248,0.0,-8.225697030133896,-8.842982681575732,0.6478996917957782,0.0623730712661193,1
,0.0159,2510.9881,14.0,QTI,1,1,252,1,0,0.0148,0.0148,0.0149,0.0148,0.0146,0.0151,0.0151,2097.8695,3236.4899,3800.4584,3390.1904,3794.6725,3891.8308,3619.1537,14.0,14.0,14.0,14.0,14.4,14.3,12.7,0.0011,0.0743243243243243,413.1186000000002,0.196922925854063,0.0,0.0,0.01514,0.0004722287581198,0.0148,0.0159,0.0149,1.6093894895894425,3104.28254,784.529514036612,2097.8695,3875.6068,3236.4899,-0.7562423457434287,14.0,0.0,14.0,14.0,14.0,,0.01514,0.0003777124126495,0.0148,0.0159,0.015,2.0121128523916,3047.01372,730.2422420358661,1991.2401,3960.3366,3150.24045,-0.7340380892039287,13.98,0.0632455532033691,13.8,14.0,14.0,0.3162277660168234,0.0150099999999999,0.0004024922359467,0.0145,0.0159,0.0149,2.211222777767352,3253.69612,600.3988772010741,1991.2401,3993.189,3413.99845,-1.2370243319946557,14.07,0.3628831912975788,13.2,14.4,14.0,-0.1928995381397968,6.332168599285676e-06,0.0055754943641509,0.2226,0.0003982495974393,0.0,-7.776782479458877,-8.86478914751868,0.3306292241638239,0.0622835053788849,1
,0.0153,3596.5825,14.2,QTI,6,1,252,1,1,0.0155,0.0149,0.0147,0.0151,0.0149,0.0153,0.0157,4218.231,2957.1,3498.1765,3704.9287,3422.1438,2266.6518,3734.9943,14.2,14.2,14.2,14.2,14.2,13.2,14.3,-0.0002,-0.0129032258064516,-621.6484999999998,-0.1473718485308177,0.0,0.0,0.0150599999999999,0.0003286335344961,0.0147,0.0155,0.0149,0.7302967433557492,3559.67738,448.0294230732904,2957.1,4218.231,3528.2969,0.0823720900891877,14.2,0.0,14.2,14.2,14.2,,0.01495,0.0002838231061039,0.0146,0.0155,0.0149,1.2331624609585514,3590.62269,376.4366115556029,2957.1,4218.231,3538.64495,0.0158321741750125,14.2,0.0,14.2,14.2,14.2,,0.014955,0.0002372540277458,0.0146,0.0155,0.0149,1.4541375894767443,3548.2363300000006,349.075375482359,2957.1,4218.231,3513.2367,0.1384977955926959,14.2,0.0,14.2,14.2,14.2,,4.254038382269835e-06,0.0039481924855053,0.2172599999999999,0.0002780417243313,0.0,-8.161566380037465,-8.84648280460686,0.6478996917957782,0.0621108248169698,1
,0.0148,3590.7734,14.2,QTI,6,1,252,1,1,0.0153,0.0155,0.0149,0.015,0.0152,0.0152,0.0153,3596.5825,4218.231,2957.1,3548.993,3804.1452,2911.6656,1072.7657,14.2,14.2,14.2,14.2,14.2,14.2,14.3,-0.0004999999999999,-0.0326797385620913,-5.809099999999944,-0.0016151721808133,0.0,0.0,0.01504,0.0003435112807396,0.0147,0.0155,0.0149,-0.6986670117011166,3572.17268,447.80660476420144,2957.1,4218.231,3590.7734,0.0415373953892324,14.2,0.0,14.2,14.2,14.2,,0.01495,0.0002838231061039,0.0146,0.0155,0.0149,-0.5284981975536622,3533.09883,318.1854669899157,2957.1,4218.231,3538.64495,0.1812608556437557,14.2,0.0,14.2,14.2,14.2,,0.014955,0.0002372540277458,0.0146,0.0155,0.0149,-0.6533081923736087,3533.00869,339.65300727475454,2957.1,4218.231,3513.2367,0.1700697734534496,14.2,0.0,14.2,14.2,14.2,,4.121674734473638e-06,0.0039545798128057,0.2101599999999999,0.000278491536113,0.0,-8.48221963051962,-8.846580763270437,0.6478996917957782,0.0620907612441848,1
,0.0151,3905.1101,14.2,QTI,3,1,252,1,0,0.0147,0.0148,0.0148,0.0151,0.0149,0.0145,0.0152,3461.3943,3018.1903,3895.3262,3617.461,3800.4584,3539.1592,3637.3826,14.2,14.2,14.2,14.2,14.0,14.4,12.7,0.0004,0.0272108843537415,443.7158,0.12818990312661,0.0,0.0,0.01496,0.0002880972058097,0.0147,0.0154,0.0148,0.4859470941639845,3583.70792,366.80387856372994,3018.1903,3905.1101,3638.5187,0.876223504665473,14.2,0.0,14.2,14.2,14.2,,0.01513,0.0003529242915391,0.0147,0.0159,0.0151,-0.0850040666488606,3275.53477,570.5259056328287,2266.6518,3905.1101,3495.71795,1.103499987965794,14.080000000000002,0.3155242550986465,13.2,14.2,14.2,0.380319414627824,0.01507,0.0003262223974975,0.0146,0.0159,0.015,0.091961803451065,3235.38429,654.9108186131238,1991.2401,3993.189,3425.79235,1.0226213874711203,14.05,0.2417044737516829,13.2,14.4,14.0,0.6205925677408118,3.866728367018385e-06,0.003636261113355,0.21442,0.0002560747262926,0.0,-8.289827680230326,-8.841280113764533,0.6478996917957782,0.0619824242836322,1
,0.0148,3895.3262,14.2,QTI,2,1,252,1,0,0.0154,0.015,0.0151,0.0159,0.0148,0.0159,0.0156,3638.5187,3530.0416,3617.461,2510.9881,3390.1904,3627.8834,3707.0826,14.2,14.2,14.2,14.0,14.0,13.2,12.7,-0.0005999999999999,-0.0389610389610389,256.8074999999999,0.0705802336538767,0.0,0.0,0.0150999999999999,0.0002236067977397,0.0148,0.0154,0.0151,-1.3416407865612745,3518.60262,365.5738309780688,2911.6656,3895.3262,3617.461,1.0304993084217782,14.2,0.0,14.2,14.2,14.2,,0.01512,0.0003489667287588,0.0148,0.0159,0.01505,-0.9169928638701909,3150.54708,661.6569121497232,2097.8695,3895.3262,3383.26575,1.1256273550898348,14.02,0.3047767853509993,13.2,14.2,14.1,0.5905961630007379,0.01505,0.0003441236008021,0.0146,0.0159,0.015,-0.7264831572646511,3225.50977,650.225321699776,1991.2401,3993.189,3413.99845,1.0301297221846275,14.079999999999998,0.2706716791515806,13.2,14.4,14.0,0.4433415434379413,3.799425064837959e-06,0.0036453943189661,0.2101599999999999,0.0002567179097863,0.0,-8.48221963051962,-8.841445099350693,0.6478996917957782,0.0617395379685873,1
,0.0153,3875.6068,14.0,QTI,0,1,252,1,0,0.015,0.0148,0.015,0.0146,0.0148,0.0161,0.0156,3063.991,3390.1904,3960.3366,3993.189,3339.7346,4217.9309,3542.4932,14.0,14.0,14.0,14.4,14.4,14.3,12.7,0.0002999999999999,0.02,811.6158,0.2648884412519487,0.0,0.0,0.01508,0.0002167948338762,0.0148,0.0153,0.015,1.0147843288812564,3366.6182400000007,587.8163186049863,2542.9664,3960.3366,3390.1904,0.8658972945969549,14.0,0.0,14.0,14.0,14.0,,0.0149799999999999,0.0003425395354353,0.0146,0.0156,0.015,0.9341987329822452,3300.47246,665.0454785250863,1991.2401,3993.189,3413.99845,0.8648045262641468,14.14,0.2319003617456806,13.8,14.4,14.0,-0.6037075533048761,0.01506,0.0003830624519614,0.0145,0.0159,0.015,0.6265296918847216,3214.70337,750.2903638414741,1072.7657,3993.189,3457.31655,0.8808635454361766,14.02,0.4618042419626915,13.2,14.4,14.15,-0.0433083938661943,3.947768901633674e-06,0.0036123375570504,0.2142,0.0002580241112178,0.0,-8.161566380037465,-8.841777626948861,0.3306292241638239,0.0609843704364342,1
,0.0149,3800.4584,14.0,QTI,0,1,252,1,0,0.0153,0.015,0.0148,0.0156,0.0145,0.0154,0.0155,3875.6068,3063.991,3390.1904,1991.2401,3539.1592,3805.8969,3559.8478,14.0,14.0,14.0,13.8,14.4,14.3,12.7,-0.0003999999999999,-0.0261437908496731,-75.14840000000004,-0.0193900991194463,0.0,0.0,0.015,0.0001870828693263,0.0148,0.0153,0.015,-0.534522483860067,3618.11664,379.3645352926378,3063.991,3960.3366,3800.4584,0.4806505169476194,14.0,0.0,14.0,14.0,14.0,,0.01497,0.000343349514186,0.0146,0.0156,0.01495,-0.2038738868349427,3336.73765,683.0115549826402,1991.2401,3993.189,3592.43145,0.6789354391109622,14.1,0.2160246899469283,13.8,14.4,14.0,-0.4629100498862748,0.01502,0.0003533300231519,0.0145,0.0159,0.015,-0.339625823272821,3217.976575,752.8181788349923,1072.7657,3993.189,3457.31655,0.7737350682755929,14.005,0.4570788254027724,13.2,14.4,14.0,-0.0109390322240257,3.920579685861053e-06,0.0036837661477889,0.2086,0.0002631261534134,0.0,-8.418088980423189,-8.843044851963722,0.3306292241638239,0.0609056143394144,1
,0.015,3573.2832,14.2,QTI,7,1,252,0,1,0.0154,0.0149,0.0148,0.0155,0.0146,0.0148,0.0159,3684.309,4006.2195,2674.9481,4218.231,3349.7723,3895.3262,3627.8834,14.2,14.2,14.2,14.2,14.2,14.2,13.2,-0.0004,-0.025974025974026,-111.02580000000034,-0.0301347688263933,0.0,0.0,0.0149799999999999,0.0002489979919504,0.0148,0.0154,0.0149,0.0803219328932468,3505.90664,496.0782268784701,2674.9481,4006.2195,3590.7734,0.1358184180425755,14.2,0.0,14.2,14.2,14.2,,0.01502,0.0002780887148667,0.0147,0.0155,0.0149,-0.0719194952214614,3532.79201,446.5328274268955,2674.9481,4218.231,3582.0283,0.0906790890007504,14.2,0.0,14.2,14.2,14.2,,0.01497,0.0002430074722644,0.0146,0.0155,0.0149,0.123452993936536,3540.4544,380.4807877551498,2674.9481,4218.231,3561.1381,0.086282411770883,14.2,0.0,14.2,14.2,14.2,,4.197820088819157e-06,0.0039739363507488,0.213,0.0002798546725879,0.0,-8.353958330326758,-8.846875699941808,0.6478996917957782,0.0608727415263518,1
